Name,Color,Image,RGB,Undertone
Cosmetics Matte Attack Transferproof Lipstick  03 The Grandberries (Dark Berry),"[[156.8855, 89.00066666666666, 107.18066666666668]]",Cosmetics Matte Attack Transferproof Lipstick - 03 The Grandberries (Dark Berry)-11 The Blush Eyed Peas.jpg,"[156.8855, 89.00066666666666, 107.18066666666668]",cool
Cosmetics Matte Attack Transferproof Lipstick  03 The Grandberries (Dark Berry),"[[158.0, 83.0, 104.0]]",Cosmetics Matte Attack Transferproof Lipstick - 03 The Grandberries (Dark Berry)-Peachwood Mac.jpg,"[158.0, 83.0, 104.0]",cool
Cosmetics Matte Attack Transferproof Lipstick  03 The Grandberries (Dark Berry),"[[95.02283333333334, 64.14866666666667, 49.036500000000004]]",Cosmetics Matte Attack Transferproof Lipstick - 03 The Grandberries (Dark Berry)-14 Caffeine Bandit.jpg,"[95.02283333333334, 64.14866666666667, 49.036500000000004]",cool
Cosmetics Matte Attack Transferproof Lipstick  03 The Grandberries (Dark Berry),"[[132.0, 25.0, 77.0]]",Cosmetics Matte Attack Transferproof Lipstick - 03 The Grandberries (Dark Berry)-Daft Pink.jpg,"[132.0, 25.0, 77.0]",warm
Cosmetics Matte Attack Transferproof Lipstick  03 The Grandberries (Dark Berry),"[[108.0, 23.0, 65.0]]",Cosmetics Matte Attack Transferproof Lipstick - 03 The Grandberries (Dark Berry)-The Grandberries.jpg,"[108.0, 23.0, 65.0]",warm
Cosmetics Matte Attack Transferproof Lipstick  03 The Grandberries (Dark Berry),"[[164.18366666666665, 50.93083333333333, 122.77583333333334]]",Cosmetics Matte Attack Transferproof Lipstick - 03 The Grandberries (Dark Berry)-16 Pinkin Park.jpg,"[164.18366666666665, 50.93083333333333, 122.77583333333334]",warm
Cosmetics Matte Attack Transferproof Lipstick  03 The Grandberries (Dark Berry),"[[91.0, 46.0, 41.0]]",Cosmetics Matte Attack Transferproof Lipstick - 03 The Grandberries (Dark Berry)-Tan Halen.jpg,"[91.0, 46.0, 41.0]",cool
Cosmetics Matte Attack Transferproof Lipstick  03 The Grandberries (Dark Berry),"[[136.16483333333335, 9.701333333333334, 52.44166666666666]]",Cosmetics Matte Attack Transferproof Lipstick - 03 The Grandberries (Dark Berry)-17 Grateful Red.jpg,"[136.16483333333335, 9.701333333333334, 52.44166666666666]",warm
Cosmetics Matte Attack Transferproof Lipstick  03 The Grandberries (Dark Berry),"[[155.0, 37.0, 33.0]]",Cosmetics Matte Attack Transferproof Lipstick - 03 The Grandberries (Dark Berry)-Red Zeppelin.jpg,"[155.0, 37.0, 33.0]",warm
Cosmetics Matte Attack Transferproof Lipstick  03 The Grandberries (Dark Berry),"[[90.40383333333332, 28.434, 53.91883333333333]]",Cosmetics Matte Attack Transferproof Lipstick - 03 The Grandberries (Dark Berry)-13 Plums N Roses.jpg,"[90.40383333333332, 28.434, 53.91883333333333]",warm
Cosmetics Matte Attack Transferproof Lipstick  03 The Grandberries (Dark Berry),"[[159.0, 72.0, 65.0]]",Cosmetics Matte Attack Transferproof Lipstick - 03 The Grandberries (Dark Berry)-The Peach Boys.jpg,"[159.0, 72.0, 65.0]",warm
Cosmetics Matte Attack Transferproof Lipstick  03 The Grandberries (Dark Berry),"[[186.2, 68.38183333333332, 114.9065]]",Cosmetics Matte Attack Transferproof Lipstick - 03 The Grandberries (Dark Berry)-12 The Pinks.jpg,"[186.2, 68.38183333333332, 114.9065]",warm
Matte My Match Lipstick  Madame Maroon,"[[209.0, 49.0, 77.0]]",Matte My Match Lipstick - Madame Maroon-Cherie Cherry.jpg,"[209.0, 49.0, 77.0]",warm
Matte My Match Lipstick  Madame Maroon,"[[150.498, 53.6025, 95.20800000000001]]",Matte My Match Lipstick - Madame Maroon-Morderne Mauve.jpg,"[150.498, 53.6025, 95.20800000000001]",warm
Matte My Match Lipstick  Madame Maroon,"[[140.27266666666668, 72.27266666666667, 63.27266666666666]]",Matte My Match Lipstick - Madame Maroon-Miss Mocha.jpg,"[140.27266666666668, 72.27266666666667, 63.27266666666666]",cool
Matte My Match Lipstick  Madame Maroon,"[[177.49200000000002, 64.85, 90.17066666666668]]",Matte My Match Lipstick - Madame Maroon-Carnation Nude.jpg,"[177.49200000000002, 64.85, 90.17066666666668]",warm
Matte My Match Lipstick  Madame Maroon,"[[208.83733333333333, 47.83733333333333, 52.83733333333333]]",Matte My Match Lipstick - Madame Maroon-Rouge Goddess.jpg,"[208.83733333333333, 47.83733333333333, 52.83733333333333]",warm
Matte My Match Lipstick  Madame Maroon,"[[132.136, 37.656, 56.090666666666664]]",Matte My Match Lipstick - Madame Maroon-Madame Maroon.jpg,"[132.136, 37.656, 56.090666666666664]",warm
Matte My Match Lipstick  Madame Maroon,"[[165.728, 47.727999999999994, 43.727999999999994]]",Matte My Match Lipstick - Madame Maroon-Fabuleuse Rust.jpg,"[165.728, 47.727999999999994, 43.727999999999994]",warm
Matte My Match Lipstick  Madame Maroon,"[[212.82933333333332, 32.82933333333334, 103.82933333333334]]",Matte My Match Lipstick - Madame Maroon-Flamboyant Fuschia.jpg,"[212.82933333333332, 32.82933333333334, 103.82933333333334]",warm
New York Super Stay Matte Ink Liquid Lip Color  20 Pioneer,"[[200.0, 59.0, 101.0]]",New York Super Stay Matte Ink Liquid Lip Color - 20 Pioneer-INSPIRER.jpg,"[200.0, 59.0, 101.0]",warm
New York Super Stay Matte Ink Liquid Lip Color  20 Pioneer,"[[164.0, 59.0, 92.0]]",New York Super Stay Matte Ink Liquid Lip Color - 20 Pioneer-Savant.jpg,"[164.0, 59.0, 92.0]",warm
New York Super Stay Matte Ink Liquid Lip Color  20 Pioneer,"[[185.71517027863777, 93.85242518059854, 106.78482972136223]]",New York Super Stay Matte Ink Liquid Lip Color - 20 Pioneer-Lover.jpg,"[185.71517027863777, 93.85242518059854, 106.78482972136223]",cool
New York Super Stay Matte Ink Liquid Lip Color  20 Pioneer,"[[134.0, 61.0, 80.0]]",New York Super Stay Matte Ink Liquid Lip Color - 20 Pioneer-Pathfinder.jpg,"[134.0, 61.0, 80.0]",warm
New York Super Stay Matte Ink Liquid Lip Color  20 Pioneer,"[[131.33316666666667, 16.227666666666668, 20.959333333333333]]",New York Super Stay Matte Ink Liquid Lip Color - 20 Pioneer-Pioneer.jpg,"[131.33316666666667, 16.227666666666668, 20.959333333333333]",warm
New York Super Stay Matte Ink Liquid Lip Color  20 Pioneer,"[[163.0, 100.0, 119.0]]",New York Super Stay Matte Ink Liquid Lip Color - 20 Pioneer-Revolutionary.jpg,"[163.0, 100.0, 119.0]",cool
New York Super Stay Matte Ink Liquid Lip Color  20 Pioneer,"[[161.0, 68.0, 51.0]]",New York Super Stay Matte Ink Liquid Lip Color - 20 Pioneer-Fighter 75.jpg,"[161.0, 68.0, 51.0]",warm
New York Super Stay Matte Ink Liquid Lip Color  20 Pioneer,"[[199.0, 45.0, 71.0]]",New York Super Stay Matte Ink Liquid Lip Color - 20 Pioneer-Ambitious.jpg,"[199.0, 45.0, 71.0]",warm
New York Super Stay Matte Ink Liquid Lip Color  20 Pioneer,"[[183.0, 37.0, 60.0]]",New York Super Stay Matte Ink Liquid Lip Color - 20 Pioneer-Ruler.jpg,"[183.0, 37.0, 60.0]",warm
New York Super Stay Matte Ink Liquid Lip Color  20 Pioneer,"[[114.0, 33.0, 65.0]]",New York Super Stay Matte Ink Liquid Lip Color - 20 Pioneer-Transformer 230.jpg,"[114.0, 33.0, 65.0]",warm
New York Super Stay Matte Ink Liquid Lip Color  20 Pioneer,"[[132.0, 23.0, 46.0]]",New York Super Stay Matte Ink Liquid Lip Color - 20 Pioneer-FOUNDER.jpg,"[132.0, 23.0, 46.0]",warm
New York Super Stay Matte Ink Liquid Lip Color  20 Pioneer,"[[150.0, 5.0, 60.0]]",New York Super Stay Matte Ink Liquid Lip Color - 20 Pioneer-Artist 120.jpg,"[150.0, 5.0, 60.0]",warm
New York Super Stay Matte Ink Liquid Lip Color  20 Pioneer,"[[136.0, 42.0, 42.0]]",New York Super Stay Matte Ink Liquid Lip Color - 20 Pioneer-seeker.jpg,"[136.0, 42.0, 42.0]",warm
New York Super Stay Matte Ink Liquid Lip Color  20 Pioneer,"[[147.0, 47.0, 15.0]]",New York Super Stay Matte Ink Liquid Lip Color - 20 Pioneer-GLOBETROTTER.jpg,"[147.0, 47.0, 15.0]",warm
New York Super Stay Matte Ink Liquid Lip Color  20 Pioneer,"[[193.0, 40.0, 35.0]]",New York Super Stay Matte Ink Liquid Lip Color - 20 Pioneer-Dancer 118.jpg,"[193.0, 40.0, 35.0]",warm
New York Super Stay Matte Ink Liquid Lip Color  20 Pioneer,"[[148.0, 53.0, 59.0]]",New York Super Stay Matte Ink Liquid Lip Color - 20 Pioneer-Initiator.jpg,"[148.0, 53.0, 59.0]",warm
New York Super Stay Matte Ink Liquid Lip Color  20 Pioneer,"[[148.0, 28.0, 30.0]]",New York Super Stay Matte Ink Liquid Lip Color - 20 Pioneer-Assertive.jpg,"[148.0, 28.0, 30.0]",warm
New York Super Stay Matte Ink Liquid Lip Color  20 Pioneer,"[[171.0, 67.0, 58.0]]",New York Super Stay Matte Ink Liquid Lip Color - 20 Pioneer-Amazonian.jpg,"[171.0, 67.0, 58.0]",warm
New York Super Stay Matte Ink Liquid Lip Color  20 Pioneer,"[[166.0, 83.0, 91.0]]",New York Super Stay Matte Ink Liquid Lip Color - 20 Pioneer-SELF STARTER.jpg,"[166.0, 83.0, 91.0]",cool
New York Super Stay Matte Ink Liquid Lip Color  20 Pioneer,"[[159.0, 57.0, 71.0]]",New York Super Stay Matte Ink Liquid Lip Color - 20 Pioneer-Delicate 225.jpg,"[159.0, 57.0, 71.0]",warm
New York Super Stay Matte Ink Liquid Lip Color  20 Pioneer,"[[156.0, 44.0, 43.0]]",New York Super Stay Matte Ink Liquid Lip Color - 20 Pioneer-Versatile 210.jpg,"[156.0, 44.0, 43.0]",warm
Cushion Matte Lipstick  Brown Sugar CN2,"[[218.392, 60.98883333333336, 59.643666666666654]]",Cushion Matte Lipstick - Brown Sugar CN2-Red Blaze.jpg,"[218.392, 60.98883333333336, 59.643666666666654]",warm
Cushion Matte Lipstick  Brown Sugar CN2,"[[141.98633333333333, 69.541, 55.35166666666667]]",Cushion Matte Lipstick - Brown Sugar CN2-Brown Sugar.jpg,"[141.98633333333333, 69.541, 55.35166666666667]",warm
Cushion Matte Lipstick  Brown Sugar CN2,"[[171.89266666666668, 91.68133333333333, 91.54416666666665]]",Cushion Matte Lipstick - Brown Sugar CN2-Pink Rose.jpg,"[171.89266666666668, 91.68133333333333, 91.54416666666665]",cool
Cushion Matte Lipstick  Brown Sugar CN2,"[[133.00766666666667, 16.468833333333336, 40.852666666666664]]",Cushion Matte Lipstick - Brown Sugar CN2-Red Wine.jpg,"[133.00766666666667, 16.468833333333336, 40.852666666666664]",warm
Cushion Matte Lipstick  Brown Sugar CN2,"[[222.2976666666667, 62.77766666666667, 99.1585]]",Cushion Matte Lipstick - Brown Sugar CN2-Pink Prom CP2.jpg,"[222.2976666666667, 62.77766666666667, 99.1585]",warm
Cushion Matte Lipstick  Brown Sugar CN2,"[[213.0095, 50.32483333333332, 39.56366666666666]]",Cushion Matte Lipstick - Brown Sugar CN2-Orange Rush.jpg,"[213.0095, 50.32483333333332, 39.56366666666666]",warm
Cushion Matte Lipstick  Brown Sugar CN2,"[[154.36083333333335, 55.7565, 42.172]]",Cushion Matte Lipstick - Brown Sugar CN2-Pink Candy.jpg,"[154.36083333333335, 55.7565, 42.172]",warm
Cushion Matte Lipstick  Brown Sugar CN2,"[[115.449, 27.63033333333333, 43.864999999999995]]",Cushion Matte Lipstick - Brown Sugar CN2-Burgundy Bloom.jpg,"[115.449, 27.63033333333333, 43.864999999999995]",warm
Cushion Matte Lipstick  Brown Sugar CN2,"[[187.82166666666666, 94.20633333333333, 77.90016666666666]]",Cushion Matte Lipstick - Brown Sugar CN2-Pink Blush.jpg,"[187.82166666666666, 94.20633333333333, 77.90016666666666]",warm
Cushion Matte Lipstick  Brown Sugar CN2,"[[106.431, 11.2885, 41.959833333333336]]",Cushion Matte Lipstick - Brown Sugar CN2-Plum Obsession.jpg,"[106.431, 11.2885, 41.959833333333336]",warm
Cushion Matte Lipstick  Brown Sugar CN2,"[[154.2148333333333, 70.31716666666664, 64.6725]]",Cushion Matte Lipstick - Brown Sugar CN2-Red Retro.jpg,"[154.2148333333333, 70.31716666666664, 64.6725]",warm
Cushion Matte Lipstick  Brown Sugar CN2,"[[157.93566666666666, 53.86566666666666, 53.67433333333334]]",Cushion Matte Lipstick - Brown Sugar CN2-Pink Date.jpg,"[157.93566666666666, 53.86566666666666, 53.67433333333334]",warm
Cushion Matte Lipstick  Brown Sugar CN2,"[[212.334, 91.9975, 58.45216666666666]]",Cushion Matte Lipstick - Brown Sugar CN2-Orange Blossom.jpg,"[212.334, 91.9975, 58.45216666666666]",warm
Cushion Matte Lipstick  Brown Sugar CN2,"[[164.32683333333333, 53.306666666666665, 40.803666666666665]]",Cushion Matte Lipstick - Brown Sugar CN2-Red Ruby.jpg,"[164.32683333333333, 53.306666666666665, 40.803666666666665]",warm
Cushion Matte Lipstick  Brown Sugar CN2,"[[187.598, 38.6085, 34.508833333333335]]",Cushion Matte Lipstick - Brown Sugar CN2-Red Rose.jpg,"[187.598, 38.6085, 34.508833333333335]",warm
Cushion Matte Lipstick  Brown Sugar CN2,"[[211.59433333333334, 55.308, 67.08916666666667]]",Cushion Matte Lipstick - Brown Sugar CN2-Pink Summer.jpg,"[211.59433333333334, 55.308, 67.08916666666667]",warm
Cushion Matte Lipstick  Brown Sugar CN2,"[[176.90966666666668, 69.95616666666665, 50.28516666666672]]",Cushion Matte Lipstick - Brown Sugar CN2-Red Orchid.jpg,"[176.90966666666668, 69.95616666666665, 50.28516666666672]",warm
Cushion Matte Lipstick  Brown Sugar CN2,"[[148.18316666666666, 76.35383333333333, 80.27116666666667]]",Cushion Matte Lipstick - Brown Sugar CN2-Mauve Secret.jpg,"[148.18316666666666, 76.35383333333333, 80.27116666666667]",cool
Cushion Matte Lipstick  Brown Sugar CN2,"[[161.38416666666666, 90.44966666666667, 80.361]]",Cushion Matte Lipstick - Brown Sugar CN2-Nude Toast.jpg,"[161.38416666666666, 90.44966666666667, 80.361]",cool
Matte My Match Lipstick  Miss Mocha,"[[209.0, 49.0, 77.0]]",Matte My Match Lipstick - Miss Mocha-Cherie Cherry.jpg,"[209.0, 49.0, 77.0]",warm
Matte My Match Lipstick  Miss Mocha,"[[150.498, 53.6025, 95.20800000000001]]",Matte My Match Lipstick - Miss Mocha-Morderne Mauve.jpg,"[150.498, 53.6025, 95.20800000000001]",warm
Matte My Match Lipstick  Miss Mocha,"[[140.27266666666668, 72.27266666666667, 63.27266666666666]]",Matte My Match Lipstick - Miss Mocha-Miss Mocha.jpg,"[140.27266666666668, 72.27266666666667, 63.27266666666666]",cool
Matte My Match Lipstick  Miss Mocha,"[[177.49200000000002, 64.85, 90.17066666666668]]",Matte My Match Lipstick - Miss Mocha-Carnation Nude.jpg,"[177.49200000000002, 64.85, 90.17066666666668]",warm
Matte My Match Lipstick  Miss Mocha,"[[208.83733333333333, 47.83733333333333, 52.83733333333333]]",Matte My Match Lipstick - Miss Mocha-Rouge Goddess.jpg,"[208.83733333333333, 47.83733333333333, 52.83733333333333]",warm
Matte My Match Lipstick  Miss Mocha,"[[132.136, 37.656, 56.090666666666664]]",Matte My Match Lipstick - Miss Mocha-Madame Maroon.jpg,"[132.136, 37.656, 56.090666666666664]",warm
Matte My Match Lipstick  Miss Mocha,"[[165.728, 47.727999999999994, 43.727999999999994]]",Matte My Match Lipstick - Miss Mocha-Fabuleuse Rust.jpg,"[165.728, 47.727999999999994, 43.727999999999994]",warm
Matte My Match Lipstick  Miss Mocha,"[[212.82933333333332, 32.82933333333334, 103.82933333333334]]",Matte My Match Lipstick - Miss Mocha-Flamboyant Fuschia.jpg,"[212.82933333333332, 32.82933333333334, 103.82933333333334]",warm
New York Super Stay Matte Ink Liquid Lipstick  220 Ambitious,"[[200.0, 59.0, 101.0]]",New York Super Stay Matte Ink Liquid Lipstick - 220 Ambitious-INSPIRER.jpg,"[200.0, 59.0, 101.0]",warm
New York Super Stay Matte Ink Liquid Lipstick  220 Ambitious,"[[164.0, 59.0, 92.0]]",New York Super Stay Matte Ink Liquid Lipstick - 220 Ambitious-Savant.jpg,"[164.0, 59.0, 92.0]",warm
New York Super Stay Matte Ink Liquid Lipstick  220 Ambitious,"[[185.71517027863777, 93.85242518059854, 106.78482972136223]]",New York Super Stay Matte Ink Liquid Lipstick - 220 Ambitious-Lover.jpg,"[185.71517027863777, 93.85242518059854, 106.78482972136223]",cool
New York Super Stay Matte Ink Liquid Lipstick  220 Ambitious,"[[134.0, 61.0, 80.0]]",New York Super Stay Matte Ink Liquid Lipstick - 220 Ambitious-Pathfinder.jpg,"[134.0, 61.0, 80.0]",warm
New York Super Stay Matte Ink Liquid Lipstick  220 Ambitious,"[[131.33316666666667, 16.227666666666668, 20.959333333333333]]",New York Super Stay Matte Ink Liquid Lipstick - 220 Ambitious-Pioneer.jpg,"[131.33316666666667, 16.227666666666668, 20.959333333333333]",warm
New York Super Stay Matte Ink Liquid Lipstick  220 Ambitious,"[[163.0, 100.0, 119.0]]",New York Super Stay Matte Ink Liquid Lipstick - 220 Ambitious-Revolutionary.jpg,"[163.0, 100.0, 119.0]",cool
New York Super Stay Matte Ink Liquid Lipstick  220 Ambitious,"[[161.0, 68.0, 51.0]]",New York Super Stay Matte Ink Liquid Lipstick - 220 Ambitious-Fighter 75.jpg,"[161.0, 68.0, 51.0]",warm
New York Super Stay Matte Ink Liquid Lipstick  220 Ambitious,"[[199.0, 45.0, 71.0]]",New York Super Stay Matte Ink Liquid Lipstick - 220 Ambitious-Ambitious.jpg,"[199.0, 45.0, 71.0]",warm
New York Super Stay Matte Ink Liquid Lipstick  220 Ambitious,"[[183.0, 37.0, 60.0]]",New York Super Stay Matte Ink Liquid Lipstick - 220 Ambitious-Ruler.jpg,"[183.0, 37.0, 60.0]",warm
New York Super Stay Matte Ink Liquid Lipstick  220 Ambitious,"[[114.0, 33.0, 65.0]]",New York Super Stay Matte Ink Liquid Lipstick - 220 Ambitious-Transformer 230.jpg,"[114.0, 33.0, 65.0]",warm
New York Super Stay Matte Ink Liquid Lipstick  220 Ambitious,"[[132.0, 23.0, 46.0]]",New York Super Stay Matte Ink Liquid Lipstick - 220 Ambitious-FOUNDER.jpg,"[132.0, 23.0, 46.0]",warm
New York Super Stay Matte Ink Liquid Lipstick  220 Ambitious,"[[150.0, 5.0, 60.0]]",New York Super Stay Matte Ink Liquid Lipstick - 220 Ambitious-Artist 120.jpg,"[150.0, 5.0, 60.0]",warm
New York Super Stay Matte Ink Liquid Lipstick  220 Ambitious,"[[136.0, 42.0, 42.0]]",New York Super Stay Matte Ink Liquid Lipstick - 220 Ambitious-seeker.jpg,"[136.0, 42.0, 42.0]",warm
New York Super Stay Matte Ink Liquid Lipstick  220 Ambitious,"[[147.0, 47.0, 15.0]]",New York Super Stay Matte Ink Liquid Lipstick - 220 Ambitious-GLOBETROTTER.jpg,"[147.0, 47.0, 15.0]",warm
New York Super Stay Matte Ink Liquid Lipstick  220 Ambitious,"[[193.0, 40.0, 35.0]]",New York Super Stay Matte Ink Liquid Lipstick - 220 Ambitious-Dancer 118.jpg,"[193.0, 40.0, 35.0]",warm
New York Super Stay Matte Ink Liquid Lipstick  220 Ambitious,"[[148.0, 53.0, 59.0]]",New York Super Stay Matte Ink Liquid Lipstick - 220 Ambitious-Initiator.jpg,"[148.0, 53.0, 59.0]",warm
New York Super Stay Matte Ink Liquid Lipstick  220 Ambitious,"[[148.0, 28.0, 30.0]]",New York Super Stay Matte Ink Liquid Lipstick - 220 Ambitious-Assertive.jpg,"[148.0, 28.0, 30.0]",warm
New York Super Stay Matte Ink Liquid Lipstick  220 Ambitious,"[[171.0, 67.0, 58.0]]",New York Super Stay Matte Ink Liquid Lipstick - 220 Ambitious-Amazonian.jpg,"[171.0, 67.0, 58.0]",warm
New York Super Stay Matte Ink Liquid Lipstick  220 Ambitious,"[[166.0, 83.0, 91.0]]",New York Super Stay Matte Ink Liquid Lipstick - 220 Ambitious-SELF STARTER.jpg,"[166.0, 83.0, 91.0]",cool
New York Super Stay Matte Ink Liquid Lipstick  220 Ambitious,"[[159.0, 57.0, 71.0]]",New York Super Stay Matte Ink Liquid Lipstick - 220 Ambitious-Delicate 225.jpg,"[159.0, 57.0, 71.0]",warm
New York Super Stay Matte Ink Liquid Lipstick  220 Ambitious,"[[156.0, 44.0, 43.0]]",New York Super Stay Matte Ink Liquid Lipstick - 220 Ambitious-Versatile 210.jpg,"[156.0, 44.0, 43.0]",warm
"Forever Matte Liquid Lip Colour  17 Nude Myth, 5.6 ml","[[150.0, 66.0, 100.0]]","Forever Matte Liquid Lip Colour - 17 Nude Myth, 5.6 ml-Mauve Ecstasy 15.jpg","[150.0, 66.0, 100.0]",warm
"Forever Matte Liquid Lip Colour  17 Nude Myth, 5.6 ml","[[155.28599999999997, 57.32233333333334, 111.37033333333335]]","Forever Matte Liquid Lip Colour - 17 Nude Myth, 5.6 ml-PINK TRIP.jpg","[155.28599999999997, 57.32233333333334, 111.37033333333335]",warm
"Forever Matte Liquid Lip Colour  17 Nude Myth, 5.6 ml","[[116.715, 29.89366666666666, 45.73783333333333]]","Forever Matte Liquid Lip Colour - 17 Nude Myth, 5.6 ml-Red Sangria.jpg","[116.715, 29.89366666666666, 45.73783333333333]",warm
"Forever Matte Liquid Lip Colour  17 Nude Myth, 5.6 ml","[[120.15199999999999, 30.006166666666665, 56.08733333333331]]","Forever Matte Liquid Lip Colour - 17 Nude Myth, 5.6 ml-Red Wine.jpg","[120.15199999999999, 30.006166666666665, 56.08733333333331]",warm
"Forever Matte Liquid Lip Colour  17 Nude Myth, 5.6 ml","[[131.93933333333334, 62.99149999999999, 61.774000000000015]]","Forever Matte Liquid Lip Colour - 17 Nude Myth, 5.6 ml-Nude Dream 08.jpg","[131.93933333333334, 62.99149999999999, 61.774000000000015]",warm
"Forever Matte Liquid Lip Colour  17 Nude Myth, 5.6 ml","[[125.23333333333336, 38.88533333333333, 80.77266666666665]]","Forever Matte Liquid Lip Colour - 17 Nude Myth, 5.6 ml-Wine Glow.jpg","[125.23333333333336, 38.88533333333333, 80.77266666666665]",warm
"Forever Matte Liquid Lip Colour  17 Nude Myth, 5.6 ml","[[123.7366666666667, 29.95449999999998, 19.725833333333338]]","Forever Matte Liquid Lip Colour - 17 Nude Myth, 5.6 ml-Red Cherry.jpg","[123.7366666666667, 29.95449999999998, 19.725833333333338]",warm
"Forever Matte Liquid Lip Colour  17 Nude Myth, 5.6 ml","[[167.845, 36.081833333333336, 50.0595]]","Forever Matte Liquid Lip Colour - 17 Nude Myth, 5.6 ml-Red Velvet.jpg","[167.845, 36.081833333333336, 50.0595]",warm
"Forever Matte Liquid Lip Colour  17 Nude Myth, 5.6 ml","[[155.06366666666665, 85.04216666666667, 83.10733333333332]]","Forever Matte Liquid Lip Colour - 17 Nude Myth, 5.6 ml-Nude Hue.jpg","[155.06366666666665, 85.04216666666667, 83.10733333333332]",cool
"Forever Matte Liquid Lip Colour  17 Nude Myth, 5.6 ml","[[145.7345, 68.49683333333334, 83.04733333333334]]","Forever Matte Liquid Lip Colour - 17 Nude Myth, 5.6 ml-Nude Pink.jpg","[145.7345, 68.49683333333334, 83.04733333333334]",warm
"Forever Matte Liquid Lip Colour  17 Nude Myth, 5.6 ml","[[163.96349999999998, 89.41083333333331, 72.92099999999999]]","Forever Matte Liquid Lip Colour - 17 Nude Myth, 5.6 ml-Nude Latte.jpg","[163.96349999999998, 89.41083333333331, 72.92099999999999]",cool
"Forever Matte Liquid Lip Colour  17 Nude Myth, 5.6 ml","[[177.89783333333332, 86.54883333333335, 93.50399999999999]]","Forever Matte Liquid Lip Colour - 17 Nude Myth, 5.6 ml-Pink Ballet.jpg","[177.89783333333332, 86.54883333333335, 93.50399999999999]",warm
"Forever Matte Liquid Lip Colour  17 Nude Myth, 5.6 ml","[[95.92599999999996, 58.47799999999997, 52.66500000000002]]","Forever Matte Liquid Lip Colour - 17 Nude Myth, 5.6 ml-Brown Espresso.jpg","[95.92599999999996, 58.47799999999997, 52.66500000000002]",cool
"Forever Matte Liquid Lip Colour  17 Nude Myth, 5.6 ml","[[215.47983333333335, 61.34816666666667, 109.30816666666665]]","Forever Matte Liquid Lip Colour - 17 Nude Myth, 5.6 ml-Pink Prom CP2.jpg","[215.47983333333335, 61.34816666666667, 109.30816666666665]",warm
"Forever Matte Liquid Lip Colour  17 Nude Myth, 5.6 ml","[[146.1825, 82.404, 105.99583333333332]]","Forever Matte Liquid Lip Colour - 17 Nude Myth, 5.6 ml-Mauve Fling 10.jpg","[146.1825, 82.404, 105.99583333333332]",cool
"Forever Matte Liquid Lip Colour  17 Nude Myth, 5.6 ml","[[166.98583333333332, 60.985833333333325, 82.98583333333333]]","Forever Matte Liquid Lip Colour - 17 Nude Myth, 5.6 ml-Pink Punch.jpg","[166.98583333333332, 60.985833333333325, 82.98583333333333]",warm
"Forever Matte Liquid Lip Colour  17 Nude Myth, 5.6 ml","[[205.94466666666665, 61.846999999999994, 78.28483333333334]]","Forever Matte Liquid Lip Colour - 17 Nude Myth, 5.6 ml-Coral Candy.jpg","[205.94466666666665, 61.846999999999994, 78.28483333333334]",warm
"Forever Matte Liquid Lip Colour  17 Nude Myth, 5.6 ml","[[172.75133333333332, 93.7625, 82.39]]","Forever Matte Liquid Lip Colour - 17 Nude Myth, 5.6 ml-Nude Myth 17.jpg","[172.75133333333332, 93.7625, 82.39]",cool
"Forever Matte Liquid Lip Colour  17 Nude Myth, 5.6 ml","[[182.43683333333337, 69.71983333333327, 76.23699999999997]]","Forever Matte Liquid Lip Colour - 17 Nude Myth, 5.6 ml-Pink Peach.jpg","[182.43683333333337, 69.71983333333327, 76.23699999999997]",warm
"Forever Matte Liquid Lip Colour  17 Nude Myth, 5.6 ml","[[94.45833333333336, 33.74466666666667, 38.35766666666664]]","Forever Matte Liquid Lip Colour - 17 Nude Myth, 5.6 ml-20 Wine Touch.jpg","[94.45833333333336, 33.74466666666667, 38.35766666666664]",warm
"Forever Matte Liquid Lip Colour  17 Nude Myth, 5.6 ml","[[118.81350000000002, 25.635166666666656, 33.46516666666666]]","Forever Matte Liquid Lip Colour - 17 Nude Myth, 5.6 ml-Crimson Rose 04.jpg","[118.81350000000002, 25.635166666666656, 33.46516666666666]",warm
"Forever Matte Liquid Lip Colour  17 Nude Myth, 5.6 ml","[[198.0, 87.0, 80.0]]","Forever Matte Liquid Lip Colour - 17 Nude Myth, 5.6 ml-Coral.jpg","[198.0, 87.0, 80.0]",warm
"Forever Matte Liquid Lip Colour  17 Nude Myth, 5.6 ml","[[150.0, 55.0, 99.0]]","Forever Matte Liquid Lip Colour - 17 Nude Myth, 5.6 ml-Purple Pout 16.jpg","[150.0, 55.0, 99.0]",warm
"Forever Matte Liquid Lip Colour  17 Nude Myth, 5.6 ml","[[131.5076666666667, 71.66383333333327, 55.64983333333338]]","Forever Matte Liquid Lip Colour - 17 Nude Myth, 5.6 ml-19 Nude Twist.jpg","[131.5076666666667, 71.66383333333327, 55.64983333333338]",cool
"Forever Matte Liquid Lip Colour  17 Nude Myth, 5.6 ml","[[175.0245, 34.79149999999999, 46.619333333333344]]","Forever Matte Liquid Lip Colour - 17 Nude Myth, 5.6 ml-Red Carpet.jpg","[175.0245, 34.79149999999999, 46.619333333333344]",warm
