,Name,Image,Shade,Color
1791,Dark Honey Detox & Protect SPF 15 Foundation 06Silky Brown.jpg,Dark Honey Detox & Protect SPF 15 Foundation 06-Silky Brown.jpg,Silky Brown,"[[190.0, 148.0, 122.99999999999997]]"
1792,Sunny Detox & Protect SPF 15 Foundation 08Sunny.jpg,Sunny Detox & Protect SPF 15 Foundation 08-Sunny.jpg,Sunny,"[[207.0, 147.99999999999994, 107.99999999999997]]"
1793,Sunny Detox & Protect SPF 15 Foundation 08Rich Cocoa.jpg,Sunny Detox & Protect SPF 15 Foundation 08-Rich Cocoa.jpg,Rich Cocoa,"[[120.0, 73.0, 50.0]]"
1794,Sunny Detox & Protect SPF 15 Foundation 08Toffee.jpg,Sunny Detox & Protect SPF 15 Foundation 08-Toffee.jpg,Toffee,"[[154.0, 109.0, 86.0]]"
1795,Sunny Detox & Protect SPF 15 Foundation 087.jpg,Sunny Detox & Protect SPF 15 Foundation 08-7.jpg,7,"[[207.0, 171.0, 138.99999999999994]]"
1796,Sunny Detox & Protect SPF 15 Foundation 08Warm Sand.jpg,Sunny Detox & Protect SPF 15 Foundation 08-Warm Sand.jpg,Warm Sand,"[[133.0, 86.0, 63.0]]"
1797,Sunny Detox & Protect SPF 15 Foundation 08Medium Beige.jpg,Sunny Detox & Protect SPF 15 Foundation 08-Medium Beige.jpg,Medium Beige,"[[224.0, 178.0, 137.0]]"
1798,Sunny Detox & Protect SPF 15 Foundation 08Sand.jpg,Sunny Detox & Protect SPF 15 Foundation 08-Sand.jpg,Sand,"[[209.0, 155.0, 112.99999999999997]]"
1799,Sunny Detox & Protect SPF 15 Foundation 08Dark Honey.jpg,Sunny Detox & Protect SPF 15 Foundation 08-Dark Honey.jpg,Dark Honey,"[[211.0, 157.0, 120.99999999999997]]"
1800,Sunny Detox & Protect SPF 15 Foundation 08Honey Beige.jpg,Sunny Detox & Protect SPF 15 Foundation 08-Honey Beige.jpg,Honey Beige,"[[217.0, 165.99999999999994, 120.99999999999997]]"
1802,Sunny Detox & Protect SPF 15 Foundation 08Silky Brown.jpg,Sunny Detox & Protect SPF 15 Foundation 08-Silky Brown.jpg,Silky Brown,"[[190.0, 148.0, 122.99999999999997]]"
1803,Dark Honey Mattifying Extreme Wear SPF 15 Foundation 06Dark Honey.jpg,Dark Honey Mattifying Extreme Wear SPF 15 Foundation 06-Dark Honey.jpg,Dark Honey,"[[213.0, 171.99999999999994, 142.0]]"
1804,Dark Honey Mattifying Extreme Wear SPF 15 Foundation 067.jpg,Dark Honey Mattifying Extreme Wear SPF 15 Foundation 06-7.jpg,7,"[[212.0, 179.99999999999994, 151.99999999999994]]"
1805,Dark Honey Mattifying Extreme Wear SPF 15 Foundation 06Medium Beige.jpg,Dark Honey Mattifying Extreme Wear SPF 15 Foundation 06-Medium Beige.jpg,Medium Beige,"[[223.0, 168.99999999999994, 123.0]]"
1806,Dark Honey Mattifying Extreme Wear SPF 15 Foundation 06Sand.jpg,Dark Honey Mattifying Extreme Wear SPF 15 Foundation 06-Sand.jpg,Sand,"[[214.0, 165.0, 131.99999999999994]]"
1807,Dark Honey Mattifying Extreme Wear SPF 15 Foundation 06Sunny.jpg,Dark Honey Mattifying Extreme Wear SPF 15 Foundation 06-Sunny.jpg,Sunny,"[[204.0, 142.99999999999994, 103.0]]"
1808,Dark Honey Mattifying Extreme Wear SPF 15 Foundation 06Honey Beige.jpg,Dark Honey Mattifying Extreme Wear SPF 15 Foundation 06-Honey Beige.jpg,Honey Beige,"[[223.0, 168.99999999999994, 123.0]]"
1809,Sand Detox & Protect SPF 15 Foundation 04Sunny.jpg,Sand Detox & Protect SPF 15 Foundation 04-Sunny.jpg,Sunny,"[[207.0, 147.99999999999994, 107.99999999999997]]"
1810,Sand Detox & Protect SPF 15 Foundation 04Rich Cocoa.jpg,Sand Detox & Protect SPF 15 Foundation 04-Rich Cocoa.jpg,Rich Cocoa,"[[120.0, 73.0, 50.0]]"
1811,Sand Detox & Protect SPF 15 Foundation 04Toffee.jpg,Sand Detox & Protect SPF 15 Foundation 04-Toffee.jpg,Toffee,"[[154.0, 109.0, 86.0]]"
1812,Sand Detox & Protect SPF 15 Foundation 047.jpg,Sand Detox & Protect SPF 15 Foundation 04-7.jpg,7,"[[207.0, 171.0, 138.99999999999994]]"
1813,Sand Detox & Protect SPF 15 Foundation 04Warm Sand.jpg,Sand Detox & Protect SPF 15 Foundation 04-Warm Sand.jpg,Warm Sand,"[[133.0, 86.0, 63.0]]"
1814,Sand Detox & Protect SPF 15 Foundation 04Medium Beige.jpg,Sand Detox & Protect SPF 15 Foundation 04-Medium Beige.jpg,Medium Beige,"[[224.0, 178.0, 137.0]]"
1815,Sand Detox & Protect SPF 15 Foundation 04Sand.jpg,Sand Detox & Protect SPF 15 Foundation 04-Sand.jpg,Sand,"[[209.0, 155.0, 112.99999999999997]]"
1816,Sand Detox & Protect SPF 15 Foundation 04Dark Honey.jpg,Sand Detox & Protect SPF 15 Foundation 04-Dark Honey.jpg,Dark Honey,"[[211.0, 157.0, 120.99999999999997]]"
1817,Sand Detox & Protect SPF 15 Foundation 04Honey Beige.jpg,Sand Detox & Protect SPF 15 Foundation 04-Honey Beige.jpg,Honey Beige,"[[217.0, 165.99999999999994, 120.99999999999997]]"
1819,Sand Detox & Protect SPF 15 Foundation 04Silky Brown.jpg,Sand Detox & Protect SPF 15 Foundation 04-Silky Brown.jpg,Silky Brown,"[[190.0, 148.0, 122.99999999999997]]"
1820,Sunny Mattifying Extreme Wear SPF 15 Foundation 08Dark Honey.jpg,Sunny Mattifying Extreme Wear SPF 15 Foundation 08-Dark Honey.jpg,Dark Honey,"[[213.0, 171.99999999999994, 142.0]]"
1821,Sunny Mattifying Extreme Wear SPF 15 Foundation 087.jpg,Sunny Mattifying Extreme Wear SPF 15 Foundation 08-7.jpg,7,"[[212.0, 179.99999999999994, 151.99999999999994]]"
1822,Sunny Mattifying Extreme Wear SPF 15 Foundation 08Medium Beige.jpg,Sunny Mattifying Extreme Wear SPF 15 Foundation 08-Medium Beige.jpg,Medium Beige,"[[223.0, 168.99999999999994, 123.0]]"
1823,Sunny Mattifying Extreme Wear SPF 15 Foundation 08Sand.jpg,Sunny Mattifying Extreme Wear SPF 15 Foundation 08-Sand.jpg,Sand,"[[214.0, 165.0, 131.99999999999994]]"
1824,Sunny Mattifying Extreme Wear SPF 15 Foundation 08Sunny.jpg,Sunny Mattifying Extreme Wear SPF 15 Foundation 08-Sunny.jpg,Sunny,"[[204.0, 142.99999999999994, 103.0]]"
1825,Sunny Mattifying Extreme Wear SPF 15 Foundation 08Honey Beige.jpg,Sunny Mattifying Extreme Wear SPF 15 Foundation 08-Honey Beige.jpg,Honey Beige,"[[223.0, 168.99999999999994, 123.0]]"
1826,Honey Beige Detox & Protect SPF 15 Foundation 05Sunny.jpg,Honey Beige Detox & Protect SPF 15 Foundation 05-Sunny.jpg,Sunny,"[[207.0, 147.99999999999994, 107.99999999999997]]"
1827,Honey Beige Detox & Protect SPF 15 Foundation 05Rich Cocoa.jpg,Honey Beige Detox & Protect SPF 15 Foundation 05-Rich Cocoa.jpg,Rich Cocoa,"[[120.0, 73.0, 50.0]]"
1828,Honey Beige Detox & Protect SPF 15 Foundation 05Toffee.jpg,Honey Beige Detox & Protect SPF 15 Foundation 05-Toffee.jpg,Toffee,"[[154.0, 109.0, 86.0]]"
1829,Honey Beige Detox & Protect SPF 15 Foundation 057.jpg,Honey Beige Detox & Protect SPF 15 Foundation 05-7.jpg,7,"[[207.0, 171.0, 138.99999999999994]]"
1830,Honey Beige Detox & Protect SPF 15 Foundation 05Warm Sand.jpg,Honey Beige Detox & Protect SPF 15 Foundation 05-Warm Sand.jpg,Warm Sand,"[[133.0, 86.0, 63.0]]"
1831,Honey Beige Detox & Protect SPF 15 Foundation 05Medium Beige.jpg,Honey Beige Detox & Protect SPF 15 Foundation 05-Medium Beige.jpg,Medium Beige,"[[224.0, 178.0, 137.0]]"
1832,Honey Beige Detox & Protect SPF 15 Foundation 05Sand.jpg,Honey Beige Detox & Protect SPF 15 Foundation 05-Sand.jpg,Sand,"[[209.0, 155.0, 112.99999999999997]]"
1833,Honey Beige Detox & Protect SPF 15 Foundation 05Dark Honey.jpg,Honey Beige Detox & Protect SPF 15 Foundation 05-Dark Honey.jpg,Dark Honey,"[[211.0, 157.0, 120.99999999999997]]"
1834,Honey Beige Detox & Protect SPF 15 Foundation 05Honey Beige.jpg,Honey Beige Detox & Protect SPF 15 Foundation 05-Honey Beige.jpg,Honey Beige,"[[217.0, 165.99999999999994, 120.99999999999997]]"
1836,Honey Beige Detox & Protect SPF 15 Foundation 05Silky Brown.jpg,Honey Beige Detox & Protect SPF 15 Foundation 05-Silky Brown.jpg,Silky Brown,"[[190.0, 148.0, 122.99999999999997]]"
1837,Synchro Skin Glow SPF 20 Golden 3 Luminizing Liquid Sustainable Foundation 30 mlBarbie Pink.jpg,Synchro Skin Glow SPF 20 Golden 3 Luminizing Liquid Sustainable Foundation 30 ml-Barbie Pink.jpg,Barbie Pink,"[[233.5721003134796, 200.09561128526647, 167.7868338557994]]"
1839,Synchro Skin Glow SPF 20 Golden 3 Luminizing Liquid Sustainable Foundation 30 mlNeutral 4.jpg,Synchro Skin Glow SPF 20 Golden 3 Luminizing Liquid Sustainable Foundation 30 ml-Neutral 4.jpg,Neutral 4,"[[211.49938875305622, 165.81356968215158, 131.60452322738385]]"
1840,Synchro Skin Glow SPF 20 Golden 3 Luminizing Liquid Sustainable Foundation 30 mlNeutral 2.jpg,Synchro Skin Glow SPF 20 Golden 3 Luminizing Liquid Sustainable Foundation 30 ml-Neutral 2.jpg,Neutral 2,"[[231.99320148331273, 195.99443757725587, 165.3152039555006]]"
1841,Synchro Skin Glow SPF 20 Golden 3 Luminizing Liquid Sustainable Foundation 30 mlGolden 5.jpg,Synchro Skin Glow SPF 20 Golden 3 Luminizing Liquid Sustainable Foundation 30 ml-Golden 5.jpg,Golden 5,"[[233.08904109589042, 194.22260273972606, 159.26369863013701]]"
1842,Synchro Skin Glow SPF 20 Golden 3 Luminizing Liquid Sustainable Foundation 30 mlBaked Orange.jpg,Synchro Skin Glow SPF 20 Golden 3 Luminizing Liquid Sustainable Foundation 30 ml-Baked Orange.jpg,Baked Orange,"[[203.4512987012987, 171.50000000000003, 150.54058441558442]]"
1843,Synchro Skin Glow SPF 20 Golden 3 Luminizing Liquid Sustainable Foundation 30 mlGolden 4.jpg,Synchro Skin Glow SPF 20 Golden 3 Luminizing Liquid Sustainable Foundation 30 ml-Golden 4.jpg,Golden 4,"[[238.79941002949852, 207.24778761061944, 172.93805309734512]]"
1844,Syncro Skin Glow SPF 20 Golden 5 Luminizing Fluid Foundation 30mlBarbie Pink.jpg,Syncro Skin Glow SPF 20 Golden 5 Luminizing Fluid Foundation 30ml-Barbie Pink.jpg,Barbie Pink,"[[233.5721003134796, 200.09561128526647, 167.7868338557994]]"
1846,Syncro Skin Glow SPF 20 Golden 5 Luminizing Fluid Foundation 30mlNeutral 4.jpg,Syncro Skin Glow SPF 20 Golden 5 Luminizing Fluid Foundation 30ml-Neutral 4.jpg,Neutral 4,"[[211.49938875305622, 165.81356968215158, 131.60452322738385]]"
1847,Syncro Skin Glow SPF 20 Golden 5 Luminizing Fluid Foundation 30mlNeutral 2.jpg,Syncro Skin Glow SPF 20 Golden 5 Luminizing Fluid Foundation 30ml-Neutral 2.jpg,Neutral 2,"[[231.99320148331273, 195.99443757725587, 165.3152039555006]]"
1848,Syncro Skin Glow SPF 20 Golden 5 Luminizing Fluid Foundation 30mlGolden 5.jpg,Syncro Skin Glow SPF 20 Golden 5 Luminizing Fluid Foundation 30ml-Golden 5.jpg,Golden 5,"[[233.08904109589042, 194.22260273972606, 159.26369863013701]]"
1849,Syncro Skin Glow SPF 20 Golden 5 Luminizing Fluid Foundation 30mlBaked Orange.jpg,Syncro Skin Glow SPF 20 Golden 5 Luminizing Fluid Foundation 30ml-Baked Orange.jpg,Baked Orange,"[[203.4512987012987, 171.50000000000003, 150.54058441558442]]"
1850,Syncro Skin Glow SPF 20 Golden 5 Luminizing Fluid Foundation 30mlGolden 4.jpg,Syncro Skin Glow SPF 20 Golden 5 Luminizing Fluid Foundation 30ml-Golden 4.jpg,Golden 4,"[[238.79941002949852, 207.24778761061944, 172.93805309734512]]"
1851,Syncro Skin Glow SPF 20 Golden 4 Luminizing Fluid Sustainable Foundation 30mlBarbie Pink.jpg,Syncro Skin Glow SPF 20 Golden 4 Luminizing Fluid Sustainable Foundation 30ml-Barbie Pink.jpg,Barbie Pink,"[[233.5721003134796, 200.09561128526647, 167.7868338557994]]"
1853,Syncro Skin Glow SPF 20 Golden 4 Luminizing Fluid Sustainable Foundation 30mlNeutral 4.jpg,Syncro Skin Glow SPF 20 Golden 4 Luminizing Fluid Sustainable Foundation 30ml-Neutral 4.jpg,Neutral 4,"[[211.49938875305622, 165.81356968215158, 131.60452322738385]]"
1854,Syncro Skin Glow SPF 20 Golden 4 Luminizing Fluid Sustainable Foundation 30mlNeutral 2.jpg,Syncro Skin Glow SPF 20 Golden 4 Luminizing Fluid Sustainable Foundation 30ml-Neutral 2.jpg,Neutral 2,"[[231.99320148331273, 195.99443757725587, 165.3152039555006]]"
1855,Syncro Skin Glow SPF 20 Golden 4 Luminizing Fluid Sustainable Foundation 30mlGolden 5.jpg,Syncro Skin Glow SPF 20 Golden 4 Luminizing Fluid Sustainable Foundation 30ml-Golden 5.jpg,Golden 5,"[[233.08904109589042, 194.22260273972606, 159.26369863013701]]"
1856,Syncro Skin Glow SPF 20 Golden 4 Luminizing Fluid Sustainable Foundation 30mlBaked Orange.jpg,Syncro Skin Glow SPF 20 Golden 4 Luminizing Fluid Sustainable Foundation 30ml-Baked Orange.jpg,Baked Orange,"[[203.4512987012987, 171.50000000000003, 150.54058441558442]]"
1857,Syncro Skin Glow SPF 20 Golden 4 Luminizing Fluid Sustainable Foundation 30mlGolden 4.jpg,Syncro Skin Glow SPF 20 Golden 4 Luminizing Fluid Sustainable Foundation 30ml-Golden 4.jpg,Golden 4,"[[238.79941002949852, 207.24778761061944, 172.93805309734512]]"
1858,Synchro Skin Glow SPF 20 Golden 2 Luminizing Liquid Foundation 30mlBarbie Pink.jpg,Synchro Skin Glow SPF 20 Golden 2 Luminizing Liquid Foundation 30ml-Barbie Pink.jpg,Barbie Pink,"[[233.5721003134796, 200.09561128526647, 167.7868338557994]]"
1860,Synchro Skin Glow SPF 20 Golden 2 Luminizing Liquid Foundation 30mlNeutral 4.jpg,Synchro Skin Glow SPF 20 Golden 2 Luminizing Liquid Foundation 30ml-Neutral 4.jpg,Neutral 4,"[[211.49938875305622, 165.81356968215158, 131.60452322738385]]"
1861,Synchro Skin Glow SPF 20 Golden 2 Luminizing Liquid Foundation 30mlNeutral 2.jpg,Synchro Skin Glow SPF 20 Golden 2 Luminizing Liquid Foundation 30ml-Neutral 2.jpg,Neutral 2,"[[231.99320148331273, 195.99443757725587, 165.3152039555006]]"
1862,Synchro Skin Glow SPF 20 Golden 2 Luminizing Liquid Foundation 30mlGolden 5.jpg,Synchro Skin Glow SPF 20 Golden 2 Luminizing Liquid Foundation 30ml-Golden 5.jpg,Golden 5,"[[233.08904109589042, 194.22260273972606, 159.26369863013701]]"
1863,Synchro Skin Glow SPF 20 Golden 2 Luminizing Liquid Foundation 30mlBaked Orange.jpg,Synchro Skin Glow SPF 20 Golden 2 Luminizing Liquid Foundation 30ml-Baked Orange.jpg,Baked Orange,"[[203.4512987012987, 171.50000000000003, 150.54058441558442]]"
1864,Synchro Skin Glow SPF 20 Golden 2 Luminizing Liquid Foundation 30mlGolden 4.jpg,Synchro Skin Glow SPF 20 Golden 2 Luminizing Liquid Foundation 30ml-Golden 4.jpg,Golden 4,"[[238.79941002949852, 207.24778761061944, 172.93805309734512]]"
1865,Women Neutral 2 Synchro Skin Glow Luminizing Fluid Foundation 30mlBarbie Pink.jpg,Women Neutral 2 Synchro Skin Glow Luminizing Fluid Foundation 30ml-Barbie Pink.jpg,Barbie Pink,"[[233.5721003134796, 200.09561128526647, 167.7868338557994]]"
1867,Women Neutral 2 Synchro Skin Glow Luminizing Fluid Foundation 30mlNeutral 4.jpg,Women Neutral 2 Synchro Skin Glow Luminizing Fluid Foundation 30ml-Neutral 4.jpg,Neutral 4,"[[211.49938875305622, 165.81356968215158, 131.60452322738385]]"
1868,Women Neutral 2 Synchro Skin Glow Luminizing Fluid Foundation 30mlNeutral 2.jpg,Women Neutral 2 Synchro Skin Glow Luminizing Fluid Foundation 30ml-Neutral 2.jpg,Neutral 2,"[[231.99320148331273, 195.99443757725587, 165.3152039555006]]"
1869,Women Neutral 2 Synchro Skin Glow Luminizing Fluid Foundation 30mlGolden 5.jpg,Women Neutral 2 Synchro Skin Glow Luminizing Fluid Foundation 30ml-Golden 5.jpg,Golden 5,"[[233.08904109589042, 194.22260273972606, 159.26369863013701]]"
1870,Women Neutral 2 Synchro Skin Glow Luminizing Fluid Foundation 30mlBaked Orange.jpg,Women Neutral 2 Synchro Skin Glow Luminizing Fluid Foundation 30ml-Baked Orange.jpg,Baked Orange,"[[203.4512987012987, 171.50000000000003, 150.54058441558442]]"
1871,Women Neutral 2 Synchro Skin Glow Luminizing Fluid Foundation 30mlGolden 4.jpg,Women Neutral 2 Synchro Skin Glow Luminizing Fluid Foundation 30ml-Golden 4.jpg,Golden 4,"[[238.79941002949852, 207.24778761061944, 172.93805309734512]]"
1872,Apricot SPF 15 Detox & Protect Foundation 07Sunny.jpg,Apricot SPF 15 Detox & Protect Foundation 07-Sunny.jpg,Sunny,"[[207.0, 147.99999999999994, 107.99999999999997]]"
1873,Apricot SPF 15 Detox & Protect Foundation 07Rich Cocoa.jpg,Apricot SPF 15 Detox & Protect Foundation 07-Rich Cocoa.jpg,Rich Cocoa,"[[120.0, 73.0, 50.0]]"
1874,Apricot SPF 15 Detox & Protect Foundation 07Toffee.jpg,Apricot SPF 15 Detox & Protect Foundation 07-Toffee.jpg,Toffee,"[[154.0, 109.0, 86.0]]"
1875,Apricot SPF 15 Detox & Protect Foundation 077.jpg,Apricot SPF 15 Detox & Protect Foundation 07-7.jpg,7,"[[207.0, 171.0, 138.99999999999994]]"
1876,Apricot SPF 15 Detox & Protect Foundation 07Warm Sand.jpg,Apricot SPF 15 Detox & Protect Foundation 07-Warm Sand.jpg,Warm Sand,"[[133.0, 86.0, 63.0]]"
1877,Apricot SPF 15 Detox & Protect Foundation 07Medium Beige.jpg,Apricot SPF 15 Detox & Protect Foundation 07-Medium Beige.jpg,Medium Beige,"[[224.0, 178.0, 137.0]]"
1878,Apricot SPF 15 Detox & Protect Foundation 07Sand.jpg,Apricot SPF 15 Detox & Protect Foundation 07-Sand.jpg,Sand,"[[209.0, 155.0, 112.99999999999997]]"
1879,Apricot SPF 15 Detox & Protect Foundation 07Dark Honey.jpg,Apricot SPF 15 Detox & Protect Foundation 07-Dark Honey.jpg,Dark Honey,"[[211.0, 157.0, 120.99999999999997]]"
1880,Apricot SPF 15 Detox & Protect Foundation 07Honey Beige.jpg,Apricot SPF 15 Detox & Protect Foundation 07-Honey Beige.jpg,Honey Beige,"[[217.0, 165.99999999999994, 120.99999999999997]]"
1882,Apricot SPF 15 Detox & Protect Foundation 07Silky Brown.jpg,Apricot SPF 15 Detox & Protect Foundation 07-Silky Brown.jpg,Silky Brown,"[[190.0, 148.0, 122.99999999999997]]"
1883,Beige Extra Mat Perfect Foundation 02Sand.jpg,Beige Extra Mat Perfect Foundation 02-Sand.jpg,Sand,"[[214.0, 169.0, 135.0]]"
1884,Beige Extra Mat Perfect Foundation 02Fair.jpg,Beige Extra Mat Perfect Foundation 02-Fair.jpg,Fair,"[[204.0, 165.0, 148.0]]"
1885,Beige Extra Mat Perfect Foundation 02Beige.jpg,Beige Extra Mat Perfect Foundation 02-Beige.jpg,Beige,"[[204.0, 159.0, 136.0]]"
1886,Sand Extra Mat Perfect Foundation 03Sand.jpg,Sand Extra Mat Perfect Foundation 03-Sand.jpg,Sand,"[[214.0, 169.0, 135.0]]"
1887,Sand Extra Mat Perfect Foundation 03Fair.jpg,Sand Extra Mat Perfect Foundation 03-Fair.jpg,Fair,"[[204.0, 165.0, 148.0]]"
1888,Sand Extra Mat Perfect Foundation 03Beige.jpg,Sand Extra Mat Perfect Foundation 03-Beige.jpg,Beige,"[[204.0, 159.0, 136.0]]"
1889,Synchro Skin SPF 20 Golden Lasting Liquid Foundation 4Golden.jpg,Synchro Skin SPF 20 Golden Lasting Liquid Foundation 4-Golden.jpg,Golden,"[[201.0, 138.99999999999994, 96.99999999999997]]"
1890,Synchro Skin SPF 20 Golden Lasting Liquid Foundation 4Neutral.jpg,Synchro Skin SPF 20 Golden Lasting Liquid Foundation 4-Neutral.jpg,Neutral,"[[202.07303370786516, 142.19662921348313, 102.54494382022472]]"
1891,Synchro Skin SPF 20 Golden Lasting Liquid Sustainable Foundation 3Golden.jpg,Synchro Skin SPF 20 Golden Lasting Liquid Sustainable Foundation 3-Golden.jpg,Golden,"[[201.0, 138.99999999999994, 96.99999999999997]]"
1892,Synchro Skin SPF 20 Golden Lasting Liquid Sustainable Foundation 3Neutral.jpg,Synchro Skin SPF 20 Golden Lasting Liquid Sustainable Foundation 3-Neutral.jpg,Neutral,"[[202.07303370786516, 142.19662921348313, 102.54494382022472]]"
1893,Synchro Skin SPF 20 Neutral Lasting Liquid Foundation 2Golden.jpg,Synchro Skin SPF 20 Neutral Lasting Liquid Foundation 2-Golden.jpg,Golden,"[[201.0, 138.99999999999994, 96.99999999999997]]"
1894,Synchro Skin SPF 20 Neutral Lasting Liquid Foundation 2Neutral.jpg,Synchro Skin SPF 20 Neutral Lasting Liquid Foundation 2-Neutral.jpg,Neutral,"[[202.07303370786516, 142.19662921348313, 102.54494382022472]]"
1895,Dark Chocolate Pro Coverage HD Long Wear Illuminating Foundation GLM656Beige.jpg,Dark Chocolate Pro Coverage HD Long Wear Illuminating Foundation GLM656-Beige.jpg,Beige,"[[192.0, 151.0, 114.99999999999997]]"
1896,Dark Chocolate Pro Coverage HD Long Wear Illuminating Foundation GLM656Soft Honey.jpg,Dark Chocolate Pro Coverage HD Long Wear Illuminating Foundation GLM656-Soft Honey.jpg,Soft Honey,"[[185.0, 121.99999999999997, 81.0]]"
1898,SPF 15 Sheer and Perfect Compact Foundation R020R020.jpg,SPF 15 Sheer and Perfect Compact Foundation R020-R020.jpg,R020,"[[240.41978866474543, 195.50624399615754, 157.04803073967338]]"
1899,Tawny Double Wear Stayin,Tawny Double Wear Stay-in-Place Makeup with SPF 10-Shell.jpg,Shell,"[[233.125, 190.3482142857143, 158.7075892857143]]"
1900,Tawny Double Wear Stayin,Tawny Double Wear Stay-in-Place Makeup with SPF 10-Mustard.jpg,Mustard,"[[191.0, 130.0390625, 62.0390625]]"
1901,Tawny Double Wear Stayin,Tawny Double Wear Stay-in-Place Makeup with SPF 10-1W2 Sand.jpg,1W2 Sand,"[[210.9569336778639, 172.0439276485788, 128.2101636520241]]"
1902,Tawny Double Wear Stayin,Tawny Double Wear Stay-in-Place Makeup with SPF 10-3W1 Tawny.jpg,3W1 Tawny,"[[191.93548387096774, 146.16129032258064, 87.38416422287389]]"
1903,Tawny Double Wear Stayin,Tawny Double Wear Stay-in-Place Makeup with SPF 10-Tawny.jpg,Tawny,"[[191.8263069139966, 142.81112984822934, 87.0]]"
